date,market_id,stall_id,scale_id,nominal_weight_g (test mass),reading_g (scale reading),is_certified (Y/N),last_cert_date,inspector_id
2026-03-21,MKT_01,MKT_01_STL_011,SCL_0013,1000,999,Y,2025-12-26,INS_04
2026-01-05,MKT_01,MKT_01_STL_012,SCL_0014,1000,1027,N,2019-06-17,INS_04
2026-01-29,MKT_01,MKT_01_STL_012,SCL_0014,1000,1006,N,2025-06-09,INS_02
2026-03-02,MKT_01,MKT_01_STL_012,SCL_0014,1000,1022,N,2017-11-09,INS_01
2026-01-04,MKT_01,MKT_01_STL_013,SCL_0015,1000,1016,Y,2016-06-27,INS_03
2026-02-12,MKT_01,MKT_01_STL_013,SCL_0015,1000,1032,N,2019-05-30,INS_05
2026-03-10,MKT_01,MKT_01_STL_013,SCL_0015,1000,1037,N,2018-03-26,INS_05
2026-01-01,MKT_01,MKT_01_STL_014,SCL_0016,1000,999,Y,2025-10-28,INS_05
2026-01-06,MKT_01,MKT_01_STL_014,SCL_0016,1000,1000,Y,2025-10-05,INS_03
2026-02-25,MKT_01,MKT_01_STL_014,SCL_0016,1000,1000,Y,2025-08-12,INS_03
2026-01-17,MKT_01,MKT_01_STL_015,SCL_0017,1000,1048,N,2025-09-20,INS_04
2026-02-07,MKT_01,MKT_01_STL_015,SCL_0017,1000,1030,N,2015-01-01,INS_03
2026-03-12,MKT_01,MKT_01_STL_015,SCL_0017,1000,1032,N,2025-04-06,INS_02
2026-02-26,MKT_01,MKT_01_STL_016,SCL_0018,1000,999,Y,2025-09-04,INS_04
2026-03-01,MKT_01,MKT_01_STL_016,SCL_0018,1000,1000,Y,2019-03-19,INS_05
2026-03-28,MKT_01,MKT_01_STL_016,SCL_0018,1000,999,N,2025-12-13,INS_03
2026-02-01,MKT_01,MKT_01_STL_017,SCL_0019,1000,1001,Y,2025-09-25,INS_01
2026-03-02,MKT_01,MKT_01_STL_017,SCL_0019,1000,1001,Y,2025-11-17,INS_04
2026-03-20,MKT_01,MKT_01_STL_017,SCL_0019,1000,998,Y,2025-10-29,INS_01
2026-03-01,MKT_01,MKT_01_STL_017,SCL_0020,1000,1012,N,2019-06-30,INS_02
2026-03-08,MKT_01,MKT_01_STL_017,SCL_0020,1000,1040,N,2019-03-27,INS_05
2026-03-31,MKT_01,MKT_01_STL_017,SCL_0020,1000,1037,N,2018-01-27,INS_05
2026-01-21,MKT_01,MKT_01_STL_018,SCL_0021,1000,1000,Y,2025-03-31,INS_02
2026-02-27,MKT_01,MKT_01_STL_018,SCL_0021,1000,1000,Y,2025-09-04,INS_02
2026-03-02,MKT_01,MKT_01_STL_018,SCL_0021,1000,1000,Y,2025-12-21,INS_03
2026-01-30,MKT_01,MKT_01_STL_019,SCL_0022,1000,1009,N,2016-11-08,INS_02
2026-02-19,MKT_01,MKT_01_STL_019,SCL_0022,1000,1008,N,2017-05-10,INS_04
2026-03-30,MKT_01,MKT_01_STL_019,SCL_0022,1000,1049,N,2019-04-17,INS_05
2026-01-01,MKT_01,MKT_01_STL_019,SCL_0023,1000,1001,Y,2025-08-12,INS_04
2026-02-15,MKT_01,MKT_01_STL_019,SCL_0023,1000,1001,Y,2025-07-01,INS_03
2026-03-03,MKT_01,MKT_01_STL_019,SCL_0023,1000,999,Y,2025-11-28,INS_04
2026-01-04,MKT_01,MKT_01_STL_020,SCL_0024,1000,998,Y,2025-09-27,INS_01
2026-02-20,MKT_01,MKT_01_STL_020,SCL_0024,1000,998,Y,2025-08-07,INS_02
2026-03-10,MKT_01,MKT_01_STL_020,SCL_0024,1000,1000,Y,2025-07-29,INS_03
2026-01-11,MKT_01,MKT_01_STL_020,SCL_0025,1000,998,Y,2025-06-16,INS_05
2026-02-02,MKT_01,MKT_01_STL_020,SCL_0025,1000,998,Y,2025-08-30,INS_01
2026-02-23,MKT_01,MKT_01_STL_020,SCL_0025,1000,999,Y,2025-05-27,INS_01
2026-01-28,MKT_01,MKT_01_STL_021,SCL_0026,1000,999,Y,2025-11-01,INS_03
2026-03-01,MKT_01,MKT_01_STL_021,SCL_0026,1000,1000,Y,2015-02-22,INS_02
2026-03-14,MKT_01,MKT_01_STL_021,SCL_0026,1000,1001,N,2025-11-03,INS_05
2026-02-01,MKT_01,MKT_01_STL_022,SCL_0027,1000,1048,N,2025-11-02,INS_03
2026-03-22,MKT_01,MKT_01_STL_022,SCL_0027,1000,1007,N,2017-05-27,INS_05
2026-03-30,MKT_01,MKT_01_STL_022,SCL_0027,1000,1037,N,2026-02-22,INS_01
2026-01-14,MKT_01,MKT_01_STL_023,SCL_0028,1000,999,Y,2025-03-23,INS_04
2026-02-25,MKT_01,MKT_01_STL_023,SCL_0028,1000,1001,Y,2025-09-11,INS_03
2026-03-04,MKT_01,MKT_01_STL_023,SCL_0028,1000,998,Y,2025-06-17,INS_02
2026-03-01,MKT_01,MKT_01_STL_023,SCL_0029,1000,998,Y,2025-08-17,INS_03
2026-03-14,MKT_01,MKT_01_STL_023,SCL_0029,1000,1000,Y,2025-08-22,INS_02
2026-03-20,MKT_01,MKT_01_STL_023,SCL_0029,1000,1000,Y,2025-05-30,INS_05
2026-01-11,MKT_01,MKT_01_STL_024,SCL_0030,1000,1001,Y,2025-04-05,INS_02
2026-01-31,MKT_01,MKT_01_STL_024,SCL_0030,1000,998,Y,2025-06-08,INS_01
2026-02-22,MKT_01,MKT_01_STL_024,SCL_0030,1000,1000,Y,2025-07-31,INS_03
2026-02-12,MKT_01,MKT_01_STL_024,SCL_0031,1000,1000,Y,2025-11-13,INS_03
2026-02-15,MKT_01,MKT_01_STL_024,SCL_0031,1000,998,Y,2025-10-14,INS_03
2026-03-12,MKT_01,MKT_01_STL_024,SCL_0031,1000,1000,Y,2025-05-18,INS_04
2026-01-13,MKT_01,MKT_01_STL_025,SCL_0032,1000,1000,Y,2017-12-29,INS_02
2026-01-25,MKT_01,MKT_01_STL_025,SCL_0032,1000,998,Y,2025-10-23,INS_01
2026-02-07,MKT_01,MKT_01_STL_025,SCL_0032,1000,998,Y,2025-08-16,INS_04
2026-01-24,MKT_01,MKT_01_STL_025,SCL_0033,1000,1001,Y,2015-05-14,INS_03
2026-02-13,MKT_01,MKT_01_STL_025,SCL_0033,1000,998,Y,2019-07-20,INS_01
2026-02-26,MKT_01,MKT_01_STL_025,SCL_0033,1000,998,Y,2025-11-28,INS_03
2026-02-23,MKT_01,MKT_01_STL_026,SCL_0034,1000,1001,Y,2025-06-12,INS_02
2026-03-18,MKT_01,MKT_01_STL_026,SCL_0034,1000,1001,Y,2026-01-17,INS_05
2026-03-19,MKT_01,MKT_01_STL_026,SCL_0034,1000,999,Y,2025-10-05,INS_01
2026-01-21,MKT_01,MKT_01_STL_027,SCL_0035,1000,998,Y,2025-04-26,INS_02
2026-01-23,MKT_01,MKT_01_STL_027,SCL_0035,1000,1000,N,2025-05-06,INS_02
2026-01-31,MKT_01,MKT_01_STL_027,SCL_0035,1000,1000,Y,2025-09-22,INS_02
2026-01-29,MKT_01,MKT_01_STL_028,SCL_0036,1000,1014,N,2015-12-06,INS_03
2026-03-11,MKT_01,MKT_01_STL_028,SCL_0036,1000,1041,N,2025-06-30,INS_05
2026-03-24,MKT_01,MKT_01_STL_028,SCL_0036,1000,1049,N,2016-07-11,INS_03
2026-01-11,MKT_01,MKT_01_STL_028,SCL_0037,1000,1000,N,2025-11-29,INS_04
2026-02-26,MKT_01,MKT_01_STL_028,SCL_0037,1000,998,Y,2025-09-12,INS_05
2026-03-05,MKT_01,MKT_01_STL_028,SCL_0037,1000,1001,Y,2025-06-22,INS_02
2026-01-24,MKT_01,MKT_01_STL_029,SCL_0038,1000,998,Y,2025-05-30,INS_04
2026-02-25,MKT_01,MKT_01_STL_029,SCL_0038,1000,999,Y,2025-05-18,INS_01
2026-03-16,MKT_01,MKT_01_STL_029,SCL_0038,1000,998,Y,2025-09-06,INS_04
2026-01-15,MKT_01,MKT_01_STL_030,SCL_0039,1000,1001,Y,2025-09-11,INS_01
2026-02-21,MKT_01,MKT_01_STL_030,SCL_0039,1000,1001,Y,2025-12-27,INS_05
2026-03-07,MKT_01,MKT_01_STL_030,SCL_0039,1000,999,Y,2025-06-26,INS_05
2026-01-04,MKT_02,MKT_02_STL_001,SCL_0040,1000,999,Y,2025-06-29,INS_05
2026-01-16,MKT_02,MKT_02_STL_001,SCL_0040,1000,1001,Y,2019-09-20,INS_05
2026-03-04,MKT_02,MKT_02_STL_001,SCL_0040,1000,998,Y,2025-11-16,INS_04
2026-02-04,MKT_02,MKT_02_STL_001,SCL_0041,1000,1001,Y,2025-10-23,INS_04
2026-02-07,MKT_02,MKT_02_STL_001,SCL_0041,1000,999,Y,2025-08-20,INS_05
2026-03-07,MKT_02,MKT_02_STL_001,SCL_0041,1000,1000,Y,2025-05-22,INS_04
2026-01-01,MKT_02,MKT_02_STL_001,SCL_0042,1000,1001,Y,2025-04-18,INS_05
2026-02-06,MKT_02,MKT_02_STL_001,SCL_0042,1000,1000,Y,2025-06-28,INS_03
2026-02-08,MKT_02,MKT_02_STL_001,SCL_0042,1000,999,Y,2025-09-09,INS_03
2026-01-06,MKT_02,MKT_02_STL_001,SCL_0043,1000,1001,Y,2025-09-21,INS_04
2026-01-30,MKT_02,MKT_02_STL_001,SCL_0043,1000,999,Y,2025-07-15,INS_01
2026-02-22,MKT_02,MKT_02_STL_001,SCL_0043,1000,998,N,2025-06-04,INS_04
2026-01-19,MKT_02,MKT_02_STL_002,SCL_0044,1000,1001,Y,2025-08-07,INS_01
2026-02-22,MKT_02,MKT_02_STL_002,SCL_0044,1000,998,Y,2025-07-13,INS_04
2026-03-25,MKT_02,MKT_02_STL_002,SCL_0044,1000,998,Y,2025-10-26,INS_04
2026-01-12,MKT_02,MKT_02_STL_002,SCL_0045,1000,998,Y,2025-07-13,INS_01
2026-01-30,MKT_02,MKT_02_STL_002,SCL_0045,1000,1000,Y,2025-08-03,INS_01
2026-02-06,MKT_02,MKT_02_STL_002,SCL_0045,1000,999,Y,2025-06-11,INS_04
2026-01-22,MKT_02,MKT_02_STL_002,SCL_0046,1000,1044,N,2025-04-13,INS_04
2026-01-23,MKT_02,MKT_02_STL_002,SCL_0046,1000,1019,N,2016-06-04,INS_02
2026-01-24,MKT_02,MKT_02_STL_002,SCL_0046,1000,1034,N,2025-03-21,INS_01
2026-02-14,MKT_02,MKT_02_STL_003,SCL_0047,1000,1000,Y,2025-08-14,INS_04
2026-02-26,MKT_02,MKT_02_STL_003,SCL_0047,1000,1001,Y,2017-02-20,INS_04
2026-03-17,MKT_02,MKT_02_STL_003,SCL_0047,1000,1000,N,2025-09-17,INS_05
2026-02-05,MKT_02,MKT_02_STL_003,SCL_0048,1000,1043,N,2025-08-13,INS_01
2026-02-20,MKT_02,MKT_02_STL_003,SCL_0048,1000,1043,N,2025-10-01,INS_02
2026-03-26,MKT_02,MKT_02_STL_003,SCL_0048,1000,1021,N,2025-12-16,INS_05
2026-01-06,MKT_02,MKT_02_STL_003,SCL_0049,1000,998,N,2025-10-01,INS_04
2026-03-22,MKT_02,MKT_02_STL_003,SCL_0049,1000,1000,Y,2025-11-23,INS_03
2026-03-24,MKT_02,MKT_02_STL_003,SCL_0049,1000,1000,Y,2025-10-06,INS_05
2026-02-02,MKT_02,MKT_02_STL_003,SCL_0050,1000,998,Y,2025-11-26,INS_03
2026-02-07,MKT_02,MKT_02_STL_003,SCL_0050,1000,1001,N,2025-07-05,INS_02
2026-03-03,MKT_02,MKT_02_STL_003,SCL_0050,1000,998,Y,2025-11-30,INS_04
2026-02-03,MKT_02,MKT_02_STL_004,SCL_0051,1000,998,N,2025-05-08,INS_03
2026-03-16,MKT_02,MKT_02_STL_004,SCL_0051,1000,1000,Y,2025-10-24,INS_05
2026-03-28,MKT_02,MKT_02_STL_004,SCL_0051,1000,1000,Y,2025-12-29,INS_04
2026-01-05,MKT_02,MKT_02_STL_004,SCL_0052,1000,1039,N,2017-07-18,INS_02
2026-02-08,MKT_02,MKT_02_STL_004,SCL_0052,1000,1031,N,2019-01-28,INS_05
2026-03-05,MKT_02,MKT_02_STL_004,SCL_0052,1000,1046,N,2017-09-29,INS_04
2026-01-05,MKT_02,MKT_02_STL_004,SCL_0053,1000,1001,N,2025-06-04,INS_04
2026-02-05,MKT_02,MKT_02_STL_004,SCL_0053,1000,1000,Y,2016-07-19,INS_03
2026-03-30,MKT_02,MKT_02_STL_004,SCL_0053,1000,1001,Y,2016-03-10,INS_01
2026-01-03,MKT_02,MKT_02_STL_004,SCL_0054,1000,999,N,2025-08-21,INS_02
2026-01-07,MKT_02,MKT_02_STL_004,SCL_0054,1000,999,Y,2025-08-11,INS_05
2026-03-18,MKT_02,MKT_02_STL_004,SCL_0054,1000,998,Y,2025-12-04,INS_02
2026-01-23,MKT_02,MKT_02_STL_005,SCL_0055,1000,1013,N,2019-06-06,INS_01
2026-02-02,MKT_02,MKT_02_STL_005,SCL_0055,1000,1025,Y,2016-06-27,INS_05
2026-03-11,MKT_02,MKT_02_STL_005,SCL_0055,1000,1038,N,2015-05-11,INS_04
2026-02-16,MKT_02,MKT_02_STL_005,SCL_0056,1000,1019,N,2025-12-26,INS_05
2026-03-07,MKT_02,MKT_02_STL_005,SCL_0056,1000,1024,Y,2015-03-05,INS_05
2026-03-17,MKT_02,MKT_02_STL_005,SCL_0056,1000,1030,N,2015-08-10,INS_04
2026-01-10,MKT_02,MKT_02_STL_005,SCL_0057,1000,998,Y,2018-07-02,INS_02
2026-01-11,MKT_02,MKT_02_STL_005,SCL_0057,1000,1000,Y,2025-07-15,INS_05
2026-02-26,MKT_02,MKT_02_STL_005,SCL_0057,1000,1001,Y,2018-12-08,INS_05
2026-01-28,MKT_02,MKT_02_STL_005,SCL_0058,1000,1001,Y,2025-05-11,INS_02
2026-03-12,MKT_02,MKT_02_STL_005,SCL_0058,1000,1000,Y,2025-10-03,INS_01
2026-03-25,MKT_02,MKT_02_STL_005,SCL_0058,1000,1001,N,2019-08-31,INS_02
2026-01-13,MKT_02,MKT_02_STL_005,SCL_0059,1000,998,Y,2025-06-29,INS_05
2026-02-17,MKT_02,MKT_02_STL_005,SCL_0059,1000,1000,Y,2025-06-16,INS_04
2026-02-25,MKT_02,MKT_02_STL_005,SCL_0059,1000,1000,Y,2025-07-30,INS_01
2026-01-20,MKT_02,MKT_02_STL_006,SCL_0060,1000,998,Y,2025-06-16,INS_02
2026-01-28,MKT_02,MKT_02_STL_006,SCL_0060,1000,999,Y,2025-12-16,INS_03
2026-03-06,MKT_02,MKT_02_STL_006,SCL_0060,1000,998,Y,2018-12-10,INS_03
2026-01-01,MKT_02,MKT_02_STL_006,SCL_0061,1000,1041,N,2025-10-28,INS_02
2026-02-13,MKT_02,MKT_02_STL_006,SCL_0061,1000,1010,N,2025-09-26,INS_01
2026-02-14,MKT_02,MKT_02_STL_006,SCL_0061,1000,1026,N,2016-09-30,INS_04
2026-01-11,MKT_02,MKT_02_STL_006,SCL_0062,1000,999,Y,2025-11-17,INS_02
2026-03-14,MKT_02,MKT_02_STL_006,SCL_0062,1000,1001,Y,2025-06-09,INS_03
2026-03-18,MKT_02,MKT_02_STL_006,SCL_0062,1000,1000,Y,2025-05-30,INS_04
2026-01-15,MKT_02,MKT_02_STL_006,SCL_0063,1000,1001,N,2025-07-12,INS_05
2026-02-06,MKT_02,MKT_02_STL_006,SCL_0063,1000,998,Y,2016-09-09,INS_04
2026-02-25,MKT_02,MKT_02_STL_006,SCL_0063,1000,1000,N,2025-11-26,INS_02
2026-01-17,MKT_02,MKT_02_STL_007,SCL_0064,1000,1000,Y,2019-10-31,INS_02
2026-01-23,MKT_02,MKT_02_STL_007,SCL_0064,1000,998,Y,2025-11-15,INS_04
2026-02-25,MKT_02,MKT_02_STL_007,SCL_0064,1000,1001,Y,2025-06-27,INS_05
2026-01-03,MKT_02,MKT_02_STL_007,SCL_0065,1000,1034,Y,2025-06-02,INS_05
2026-02-11,MKT_02,MKT_02_STL_007,SCL_0065,1000,1020,N,2017-03-31,INS_01
2026-02-21,MKT_02,MKT_02_STL_007,SCL_0065,1000,1024,N,2025-10-01,INS_04
2026-01-10,MKT_02,MKT_02_STL_007,SCL_0066,1000,999,Y,2025-06-16,INS_05
2026-01-22,MKT_02,MKT_02_STL_007,SCL_0066,1000,999,Y,2016-06-08,INS_02
2026-03-07,MKT_02,MKT_02_STL_007,SCL_0066,1000,999,Y,2025-12-29,INS_05
2026-03-01,MKT_02,MKT_02_STL_008,SCL_0067,1000,1001,Y,2025-08-18,INS_05
2026-03-05,MKT_02,MKT_02_STL_008,SCL_0067,1000,999,Y,2025-06-08,INS_03
2026-03-22,MKT_02,MKT_02_STL_008,SCL_0067,1000,1000,Y,2025-08-24,INS_03
2026-02-09,MKT_02,MKT_02_STL_008,SCL_0068,1000,1023,N,2019-11-05,INS_03
2026-02-27,MKT_02,MKT_02_STL_008,SCL_0068,1000,1044,N,2017-02-26,INS_01
2026-03-01,MKT_02,MKT_02_STL_008,SCL_0068,1000,1007,N,2019-07-17,INS_05
2026-01-25,MKT_02,MKT_02_STL_008,SCL_0069,1000,998,Y,2025-07-04,INS_02
2026-02-11,MKT_02,MKT_02_STL_008,SCL_0069,1000,999,Y,2018-12-20,INS_01
2026-03-19,MKT_02,MKT_02_STL_008,SCL_0069,1000,999,Y,2025-09-26,INS_04
2026-02-13,MKT_02,MKT_02_STL_008,SCL_0070,1000,1009,N,2018-02-16,INS_03
2026-03-18,MKT_02,MKT_02_STL_008,SCL_0070,1000,1021,N,2025-04-14,INS_03
2026-03-28,MKT_02,MKT_02_STL_008,SCL_0070,1000,1010,N,2015-10-17,INS_03
2026-02-09,MKT_02,MKT_02_STL_008,SCL_0071,1000,998,Y,2025-07-02,INS_02
2026-03-25,MKT_02,MKT_02_STL_008,SCL_0071,1000,999,N,2025-05-30,INS_03
2026-03-31,MKT_02,MKT_02_STL_008,SCL_0071,1000,1000,Y,2016-09-24,INS_04
2026-01-28,MKT_02,MKT_02_STL_009,SCL_0072,1000,1014,N,2019-09-26,INS_02
2026-02-13,MKT_02,MKT_02_STL_009,SCL_0072,1000,1039,Y,2025-04-20,INS_05
2026-03-04,MKT_02,MKT_02_STL_009,SCL_0072,1000,1044,N,2017-02-10,INS_03
2026-01-24,MKT_02,MKT_02_STL_009,SCL_0073,1000,1001,Y,2017-01-16,INS_02
2026-03-21,MKT_02,MKT_02_STL_009,SCL_0073,1000,1001,Y,2025-07-05,INS_02
2026-03-30,MKT_02,MKT_02_STL_009,SCL_0073,1000,1000,Y,2025-07-03,INS_02
2026-01-25,MKT_02,MKT_02_STL_009,SCL_0074,1000,1001,Y,2025-06-14,INS_04
2026-02-17,MKT_02,MKT_02_STL_009,SCL_0074,1000,999,Y,2025-11-09,INS_04
2026-03-28,MKT_02,MKT_02_STL_009,SCL_0074,1000,1001,Y,2026-01-05,INS_01
2026-01-16,MKT_02,MKT_02_STL_009,SCL_0075,1000,1022,N,2017-11-17,INS_02
2026-02-06,MKT_02,MKT_02_STL_009,SCL_0075,1000,1010,N,2025-09-16,INS_04
2026-03-08,MKT_02,MKT_02_STL_009,SCL_0075,1000,1006,N,2017-03-22,INS_03
2026-01-11,MKT_02,MKT_02_STL_010,SCL_0076,1000,1000,Y,2025-06-24,INS_01
2026-01-31,MKT_02,MKT_02_STL_010,SCL_0076,1000,998,Y,2025-05-05,INS_02
2026-02-19,MKT_02,MKT_02_STL_010,SCL_0076,1000,1001,Y,2026-01-18,INS_02
2026-01-03,MKT_02,MKT_02_STL_010,SCL_0077,1000,1001,Y,2016-08-13,INS_05
2026-01-28,MKT_02,MKT_02_STL_010,SCL_0077,1000,998,N,2025-05-09,INS_01
2026-02-02,MKT_02,MKT_02_STL_010,SCL_0077,1000,998,Y,2025-09-02,INS_04
2026-01-01,MKT_02,MKT_02_STL_010,SCL_0078,1000,1001,N,2018-09-30,INS_02
2026-02-07,MKT_02,MKT_02_STL_010,SCL_0078,1000,998,Y,2025-04-24,INS_03
2026-02-24,MKT_02,MKT_02_STL_010,SCL_0078,1000,998,N,2025-05-30,INS_05
2026-02-02,MKT_02,MKT_02_STL_010,SCL_0079,1000,998,Y,2025-11-11,INS_03
2026-02-17,MKT_02,MKT_02_STL_010,SCL_0079,1000,999,Y,2018-01-23,INS_03
2026-02-19,MKT_02,MKT_02_STL_010,SCL_0079,1000,1001,Y,2025-05-20,INS_02
2026-01-09,MKT_02,MKT_02_STL_010,SCL_0080,1000,1007,N,2025-11-19,INS_02
2026-01-18,MKT_02,MKT_02_STL_010,SCL_0080,1000,1037,N,2019-07-28,INS_03
2026-02-28,MKT_02,MKT_02_STL_010,SCL_0080,1000,1007,N,2025-10-24,INS_03
2026-01-07,MKT_02,MKT_02_STL_011,SCL_0081,1000,1001,Y,2025-04-27,INS_03
2026-02-12,MKT_02,MKT_02_STL_011,SCL_0081,1000,1000,Y,2025-05-04,INS_04
2026-03-25,MKT_02,MKT_02_STL_011,SCL_0081,1000,1000,N,2025-07-21,INS_03
2026-01-24,MKT_02,MKT_02_STL_011,SCL_0082,1000,998,Y,2025-07-27,INS_01
2026-03-11,MKT_02,MKT_02_STL_011,SCL_0082,1000,1001,Y,2017-06-28,INS_05
2026-03-19,MKT_02,MKT_02_STL_011,SCL_0082,1000,1000,Y,2025-07-10,INS_01
2026-01-08,MKT_02,MKT_02_STL_011,SCL_0083,1000,999,Y,2025-09-27,INS_03
2026-01-10,MKT_02,MKT_02_STL_011,SCL_0083,1000,998,Y,2016-04-28,INS_04
2026-03-27,MKT_02,MKT_02_STL_011,SCL_0083,1000,1000,Y,2026-02-09,INS_03
2026-02-17,MKT_02,MKT_02_STL_012,SCL_0084,1000,999,Y,2025-06-29,INS_01
2026-02-27,MKT_02,MKT_02_STL_012,SCL_0084,1000,999,Y,2026-01-15,INS_03
2026-03-28,MKT_02,MKT_02_STL_012,SCL_0084,1000,1001,Y,2025-12-28,INS_04
2026-01-28,MKT_02,MKT_02_STL_012,SCL_0085,1000,1001,Y,2025-10-21,INS_03
2026-02-03,MKT_02,MKT_02_STL_012,SCL_0085,1000,999,Y,2025-05-22,INS_04
2026-02-27,MKT_02,MKT_02_STL_012,SCL_0085,1000,1000,Y,2025-09-02,INS_03
2026-01-21,MKT_02,MKT_02_STL_012,SCL_0086,1000,1037,N,2016-02-16,INS_03
2026-03-23,MKT_02,MKT_02_STL_012,SCL_0086,1000,1036,N,2018-02-08,INS_02
2026-03-31,MKT_02,MKT_02_STL_012,SCL_0086,1000,1040,Y,2015-06-26,INS_04
2026-02-20,MKT_02,MKT_02_STL_012,SCL_0087,1000,998,Y,2016-10-11,INS_04
2026-03-03,MKT_02,MKT_02_STL_012,SCL_0087,1000,1001,Y,2025-08-09,INS_04
2026-03-09,MKT_02,MKT_02_STL_012,SCL_0087,1000,999,Y,2025-12-03,INS_05
2026-01-08,MKT_02,MKT_02_STL_013,SCL_0088,1000,1015,N,2018-12-23,INS_02
2026-01-16,MKT_02,MKT_02_STL_013,SCL_0088,1000,1023,N,2025-08-11,INS_05
2026-03-08,MKT_02,MKT_02_STL_013,SCL_0088,1000,1022,N,2016-09-12,INS_05
2026-01-12,MKT_02,MKT_02_STL_013,SCL_0089,1000,1014,N,2018-07-02,INS_05
2026-03-06,MKT_02,MKT_02_STL_013,SCL_0089,1000,1026,Y,2025-04-22,INS_05
2026-03-24,MKT_02,MKT_02_STL_013,SCL_0089,1000,1010,N,2018-08-06,INS_01
2026-01-27,MKT_02,MKT_02_STL_013,SCL_0090,1000,998,Y,2025-08-02,INS_04
2026-02-03,MKT_02,MKT_02_STL_013,SCL_0090,1000,1001,Y,2025-06-11,INS_03
2026-03-25,MKT_02,MKT_02_STL_013,SCL_0090,1000,998,Y,2017-05-01,INS_01
