date,market_id,commodity,min_price_per_kg,max_price_per_kg,avg_price_per_kg
2026-01-01,MKT_04,Rice (Sinandomeng),49.4,61.75,59.16
2026-01-01,MKT_04,Chicken (Whole),165.67,207.09,197.34
2026-01-01,MKT_04,Beef (Rump),403.25,475.63,409.04
2026-01-01,MKT_04,Tilapia,120.89,161.19,155.31
2026-01-01,MKT_04,Bangus,152.3,213.23,190.15
2026-01-01,MKT_04,Tomatoes,60.77,111.41,76.71
2026-01-01,MKT_04,Red Onions,91.55,162.75,114.88
2026-01-01,MKT_04,Garlic,82.58,134.18,127.97
2026-01-01,MKT_04,Cabbage,41.61,72.82,56.38
2026-01-01,MKT_04,Potatoes,71.78,112.8,102.73
2026-01-01,MKT_04,Whole Fish (Galunggong),181.86,242.48,215.82
2026-01-01,MKT_05,Carrots,20.79,23.91,22.4
2026-01-01,MKT_05,Pork,319.04,350.94,332.75
2026-01-01,MKT_05,Rice (Sinandomeng),49.98,62.48,54.1
2026-01-01,MKT_05,Chicken (Whole),165.68,207.1,186.74
2026-01-01,MKT_05,Beef (Rump),404.31,476.88,434.18
2026-01-01,MKT_05,Tilapia,125.44,167.26,156.78
2026-01-01,MKT_05,Bangus,154.18,215.85,211.08
2026-01-01,MKT_05,Tomatoes,61.95,113.57,103.36
2026-01-01,MKT_05,Red Onions,94.84,168.6,153.82
2026-01-01,MKT_05,Garlic,83.59,135.84,93.65
2026-01-02,MKT_01,Carrots,19.23,22.11,21.25
2026-01-02,MKT_01,Pork,292.36,321.59,318.16
2026-01-02,MKT_01,Rice (Sinandomeng),45.57,56.97,48.44
2026-01-02,MKT_01,Chicken (Whole),152.81,191.02,169.2
2026-01-02,MKT_01,Beef (Rump),376.13,443.64,377.09
2026-01-02,MKT_01,Tilapia,115.67,154.23,135.35
2026-01-02,MKT_01,Bangus,140.82,197.14,147.95
2026-01-02,MKT_01,Tomatoes,57.22,104.91,73.48
2026-01-02,MKT_01,Red Onions,86.18,153.21,120.94
2026-01-02,MKT_01,Garlic,77.28,125.59,111.04
2026-01-02,MKT_02,Carrots,19.68,22.63,22.06
2026-01-02,MKT_02,Pork,293.66,323.03,301.3
2026-01-02,MKT_02,Rice (Sinandomeng),45.66,57.07,49.13
2026-01-02,MKT_02,Chicken (Whole),156.74,195.92,158.65
2026-01-02,MKT_02,Beef (Rump),382.55,451.22,386.53
2026-01-02,MKT_02,Tilapia,122.03,162.71,133.59
2026-01-02,MKT_02,Bangus,146.57,205.19,155.42
2026-01-02,MKT_02,Tomatoes,59.07,108.3,83.18
2026-01-02,MKT_02,Red Onions,89.74,159.54,106.59
2026-01-02,MKT_02,Garlic,79.3,128.87,115.17
2026-01-02,MKT_02,Cabbage,40.04,70.07,58.93
2026-01-02,MKT_02,Potatoes,67.13,105.49,87.65
2026-01-02,MKT_02,Whole Fish (Galunggong),173.73,231.63,176.55
2026-01-02,MKT_03,Carrots,19.83,22.8,21.49
2026-01-02,MKT_03,Pork,293.02,322.32,311.78
2026-01-02,MKT_03,Rice (Sinandomeng),48.05,60.06,50.47
2026-01-02,MKT_03,Chicken (Whole),157.79,197.24,194.31
2026-01-02,MKT_03,Beef (Rump),399.07,470.69,409.28
2026-01-02,MKT_03,Tilapia,118.59,158.12,154.72
2026-01-02,MKT_03,Bangus,149.28,208.99,201.29
2026-01-02,MKT_03,Tomatoes,60.73,111.34,101.77
2026-01-02,MKT_04,Carrots,20.03,23.04,21.65
2026-01-02,MKT_04,Pork,298.77,328.64,301.96
2026-01-02,MKT_04,Rice (Sinandomeng),49.09,61.37,59.71
2026-01-02,MKT_04,Chicken (Whole),163.82,204.78,177.87
2026-01-02,MKT_04,Beef (Rump),402.37,474.59,427.74
2026-01-02,MKT_04,Tilapia,123.34,164.45,159.42
2026-01-02,MKT_04,Bangus,153.67,215.14,201.33
2026-01-02,MKT_04,Tomatoes,60.59,111.08,69.09
2026-01-02,MKT_04,Red Onions,92.11,163.76,156.09
2026-01-02,MKT_04,Garlic,81.95,133.17,82.7
2026-01-02,MKT_04,Cabbage,40.37,70.65,45.58
2026-01-02,MKT_04,Potatoes,73.36,115.28,100.54
2026-01-02,MKT_04,Whole Fish (Galunggong),184.88,246.51,198.98
2026-01-02,MKT_05,Carrots,20.51,23.58,21.68
2026-01-02,MKT_05,Pork,315.54,347.1,338.85
2026-01-02,MKT_05,Rice (Sinandomeng),50.61,63.27,58.78
2026-01-02,MKT_05,Chicken (Whole),167.39,209.24,191.11
2026-01-02,MKT_05,Beef (Rump),404.16,476.71,423.64
2026-01-02,MKT_05,Tilapia,123.44,164.59,133.74
2026-01-02,MKT_05,Bangus,155.83,218.16,211.04
2026-01-02,MKT_05,Tomatoes,62.71,114.96,95.56
2026-01-02,MKT_05,Red Onions,93.62,166.43,135.55
2026-01-02,MKT_05,Garlic,84.94,138.03,111.1
2026-01-03,MKT_01,Carrots,19.39,22.3,20.43
2026-01-03,MKT_01,Pork,284.14,312.56,285.31
2026-01-03,MKT_01,Rice (Sinandomeng),45.31,56.64,55.52
2026-01-03,MKT_01,Chicken (Whole),154.76,193.45,191.21
2026-01-03,MKT_01,Beef (Rump),373.09,440.06,374.61
2026-01-03,MKT_01,Tilapia,116.49,155.31,152.1
2026-01-03,MKT_01,Bangus,145.06,203.09,200.52
2026-01-03,MKT_01,Tomatoes,57.53,105.48,98.08
2026-01-03,MKT_01,Red Onions,85.26,151.57,141.35
2026-01-03,MKT_01,Garlic,74.98,121.85,90.02
2026-01-03,MKT_02,Carrots,19.66,22.61,21.99
2026-01-03,MKT_02,Pork,288.39,317.23,308.27
2026-01-03,MKT_02,Rice (Sinandomeng),46.4,58.0,53.42
2026-01-03,MKT_02,Chicken (Whole),157.17,196.46,195.58
2026-01-03,MKT_02,Beef (Rump),382.54,451.2,442.4
2026-01-03,MKT_02,Tilapia,115.54,154.06,143.83
2026-01-03,MKT_02,Bangus,149.44,209.21,171.07
2026-01-03,MKT_02,Tomatoes,59.75,109.54,74.57
2026-01-03,MKT_02,Red Onions,88.9,158.04,148.48
2026-01-03,MKT_02,Garlic,79.02,128.4,123.7
2026-01-03,MKT_02,Cabbage,39.51,69.14,62.87
2026-01-03,MKT_02,Potatoes,72.65,114.16,99.48
2026-01-03,MKT_02,Whole Fish (Galunggong),178.98,238.63,231.68
2026-01-03,MKT_03,Carrots,20.2,23.22,21.38
2026-01-03,MKT_03,Pork,296.52,326.17,313.59
2026-01-03,MKT_03,Rice (Sinandomeng),47.83,59.79,48.72
2026-01-03,MKT_03,Chicken (Whole),165.56,206.94,177.63
2026-01-03,MKT_03,Beef (Rump),379.08,447.12,419.19
2026-01-03,MKT_03,Tilapia,119.15,158.87,124.57
2026-01-03,MKT_03,Bangus,152.45,213.43,184.27
2026-01-03,MKT_03,Tomatoes,59.36,108.82,90.05
2026-01-03,MKT_04,Carrots,20.6,23.69,21.28
2026-01-03,MKT_04,Pork,306.21,336.83,322.72
2026-01-03,MKT_04,Rice (Sinandomeng),48.49,60.61,56.08
2026-01-03,MKT_04,Chicken (Whole),158.34,197.92,189.52
2026-01-03,MKT_04,Beef (Rump),398.89,470.49,418.51
2026-01-03,MKT_04,Tilapia,120.97,161.3,122.47
2026-01-03,MKT_04,Bangus,152.74,213.84,211.1
2026-01-03,MKT_04,Tomatoes,61.65,113.03,82.75
2026-01-03,MKT_04,Red Onions,92.97,165.28,105.83
2026-01-03,MKT_04,Garlic,81.03,131.67,108.79
2026-01-03,MKT_04,Cabbage,40.41,70.71,61.85
2026-01-03,MKT_04,Potatoes,70.08,110.12,107.86
2026-01-03,MKT_04,Whole Fish (Galunggong),186.08,248.1,231.61
2026-01-03,MKT_05,Carrots,21.44,24.65,22.87
2026-01-03,MKT_05,Pork,316.65,348.31,324.75
2026-01-03,MKT_05,Rice (Sinandomeng),50.83,63.54,51.5
2026-01-03,MKT_05,Chicken (Whole),164.7,205.88,169.86
2026-01-03,MKT_05,Beef (Rump),408.2,481.46,442.96
2026-01-03,MKT_05,Tilapia,126.19,168.26,130.71
2026-01-03,MKT_05,Bangus,148.71,208.19,159.34
2026-01-03,MKT_05,Tomatoes,61.48,112.71,83.77
2026-01-03,MKT_05,Red Onions,95.8,170.32,142.99
2026-01-03,MKT_05,Garlic,81.48,132.41,84.24
2026-01-04,MKT_01,Carrots,19.63,22.58,21.11
2026-01-04,MKT_01,Pork,281.54,309.69,305.29
2026-01-04,MKT_01,Rice (Sinandomeng),45.37,56.72,46.6
2026-01-04,MKT_01,Chicken (Whole),154.71,193.39,179.42
2026-01-04,MKT_01,Beef (Rump),374.81,442.08,437.62
2026-01-04,MKT_01,Tilapia,114.51,152.68,136.4
2026-01-04,MKT_01,Bangus,147.57,206.6,174.66
2026-01-04,MKT_01,Tomatoes,56.49,103.56,82.13
2026-01-04,MKT_01,Red Onions,86.2,153.24,150.18
2026-01-04,MKT_01,Garlic,77.51,125.95,120.96
2026-01-04,MKT_02,Carrots,19.68,22.64,20.32
2026-01-04,MKT_02,Pork,291.2,320.32,300.67
2026-01-04,MKT_02,Rice (Sinandomeng),46.62,58.27,48.38
2026-01-04,MKT_02,Chicken (Whole),158.84,198.55,186.31
2026-01-04,MKT_02,Beef (Rump),387.46,457.01,438.35
2026-01-04,MKT_02,Tilapia,118.15,157.54,149.5
2026-01-04,MKT_02,Bangus,145.13,203.19,188.46
2026-01-04,MKT_02,Tomatoes,58.3,106.88,97.19
2026-01-04,MKT_02,Red Onions,88.17,156.75,113.81
2026-01-04,MKT_02,Garlic,78.54,127.63,116.38
2026-01-04,MKT_02,Cabbage,39.53,69.17,64.61
2026-01-04,MKT_02,Potatoes,68.39,107.47,85.23
2026-01-04,MKT_02,Whole Fish (Galunggong),178.63,238.17,185.17
2026-01-04,MKT_03,Carrots,20.24,23.28,22.58
2026-01-04,MKT_03,Pork,305.87,336.46,315.84
2026-01-04,MKT_03,Rice (Sinandomeng),48.02,60.02,58.37
2026-01-04,MKT_03,Chicken (Whole),160.78,200.97,198.53
2026-01-04,MKT_03,Beef (Rump),389.24,459.1,429.23
2026-01-04,MKT_03,Tilapia,118.53,158.04,130.32
2026-01-04,MKT_03,Bangus,154.71,216.59,175.22
2026-01-04,MKT_03,Tomatoes,61.04,111.91,101.02
2026-01-04,MKT_04,Carrots,20.64,23.73,22.79
2026-01-04,MKT_04,Pork,305.94,336.54,308.14
2026-01-04,MKT_04,Rice (Sinandomeng),48.31,60.39,54.9
2026-01-04,MKT_04,Chicken (Whole),165.54,206.93,180.21
2026-01-04,MKT_04,Beef (Rump),396.94,468.19,405.66
2026-01-04,MKT_04,Tilapia,123.14,164.19,148.4
2026-01-04,MKT_04,Bangus,151.73,212.42,158.27
2026-01-04,MKT_04,Tomatoes,61.42,112.6,65.57
2026-01-04,MKT_04,Red Onions,91.12,161.98,149.04
2026-01-04,MKT_04,Garlic,81.03,131.68,85.74
2026-01-04,MKT_04,Cabbage,40.94,71.64,70.74
2026-01-04,MKT_04,Potatoes,69.88,109.81,102.02
2026-01-04,MKT_04,Whole Fish (Galunggong),179.8,239.73,236.12
2026-01-04,MKT_05,Carrots,20.58,23.67,22.7
2026-01-04,MKT_05,Pork,311.04,342.14,328.35
2026-01-04,MKT_05,Rice (Sinandomeng),50.54,63.17,52.33
2026-01-04,MKT_05,Chicken (Whole),166.02,207.52,186.47
2026-01-04,MKT_05,Beef (Rump),405.49,478.27,410.03
2026-01-04,MKT_05,Tilapia,124.28,165.71,129.58
2026-01-04,MKT_05,Bangus,156.73,219.42,203.25
2026-01-04,MKT_05,Tomatoes,61.66,113.04,91.55
2026-01-04,MKT_05,Red Onions,93.45,166.14,114.43
2026-01-04,MKT_05,Garlic,83.68,135.98,128.74
2026-01-05,MKT_01,Carrots,19.27,22.16,19.91
2026-01-05,MKT_01,Pork,288.06,316.86,303.96
2026-01-05,MKT_01,Rice (Sinandomeng),46.1,57.62,53.22
2026-01-05,MKT_01,Chicken (Whole),154.8,193.49,181.52
2026-01-05,MKT_01,Beef (Rump),387.0,456.46,427.5
2026-01-05,MKT_01,Tilapia,113.82,151.76,147.61
2026-01-05,MKT_01,Bangus,148.93,208.5,165.68
2026-01-05,MKT_01,Tomatoes,56.87,104.27,66.1
2026-01-05,MKT_01,Red Onions,83.53,148.5,121.37
2026-01-05,MKT_01,Garlic,76.17,123.77,80.29
2026-01-05,MKT_02,Carrots,19.7,22.66,20.81
2026-01-05,MKT_02,Pork,302.44,332.69,326.74
2026-01-05,MKT_02,Rice (Sinandomeng),46.39,57.99,56.55
2026-01-05,MKT_02,Chicken (Whole),157.98,197.48,190.15
2026-01-05,MKT_02,Beef (Rump),374.48,441.69,436.74
2026-01-05,MKT_02,Tilapia,120.9,161.2,155.44
2026-01-05,MKT_02,Bangus,149.65,209.52,208.27
2026-01-05,MKT_02,Tomatoes,58.38,107.03,66.05
2026-01-05,MKT_02,Red Onions,85.89,152.69,150.21
2026-01-05,MKT_02,Garlic,80.02,130.04,121.8
2026-01-05,MKT_02,Cabbage,39.13,68.48,51.39
2026-01-05,MKT_02,Potatoes,69.9,109.84,81.05
2026-01-05,MKT_02,Whole Fish (Galunggong),176.41,235.22,221.37
2026-01-05,MKT_03,Carrots,20.01,23.02,22.41
2026-01-05,MKT_03,Pork,297.97,327.77,311.45
2026-01-05,MKT_03,Rice (Sinandomeng),48.45,60.56,50.38
2026-01-05,MKT_03,Chicken (Whole),160.29,200.36,169.72
2026-01-05,MKT_03,Beef (Rump),393.01,463.55,440.22
2026-01-05,MKT_03,Tilapia,117.24,156.32,122.06
2026-01-05,MKT_03,Bangus,152.87,214.02,193.77
2026-01-05,MKT_03,Tomatoes,61.4,112.56,87.99
2026-01-05,MKT_04,Carrots,20.43,23.5,22.69
2026-01-05,MKT_04,Pork,315.27,346.8,342.53
2026-01-05,MKT_04,Rice (Sinandomeng),50.22,62.78,55.38
2026-01-05,MKT_04,Chicken (Whole),164.75,205.94,193.55
2026-01-05,MKT_04,Beef (Rump),405.81,478.64,421.61
2026-01-05,MKT_04,Tilapia,124.31,165.74,140.67
2026-01-05,MKT_04,Bangus,149.04,208.66,175.18
2026-01-05,MKT_04,Tomatoes,60.96,111.76,87.06
2026-01-05,MKT_04,Red Onions,92.77,164.92,149.03
2026-01-05,MKT_04,Garlic,83.55,135.78,128.23
2026-01-05,MKT_04,Cabbage,39.97,69.95,67.99
2026-01-05,MKT_04,Potatoes,69.61,109.39,87.92
2026-01-05,MKT_04,Whole Fish (Galunggong),183.45,244.6,242.9
2026-01-05,MKT_05,Carrots,20.18,23.21,21.97
2026-01-05,MKT_05,Pork,311.6,342.76,319.34
2026-01-05,MKT_05,Rice (Sinandomeng),50.18,62.73,52.78
2026-01-05,MKT_05,Chicken (Whole),164.14,205.18,178.48
2026-01-05,MKT_05,Beef (Rump),405.23,477.97,453.62
2026-01-05,MKT_05,Tilapia,126.52,168.69,134.11
2026-01-05,MKT_05,Bangus,154.81,216.73,166.09
2026-01-05,MKT_05,Tomatoes,61.69,113.09,66.66
2026-01-05,MKT_05,Red Onions,93.46,166.14,108.75
2026-01-05,MKT_05,Garlic,81.96,133.18,100.75
2026-01-06,MKT_01,Carrots,19.79,22.76,20.37
2026-01-06,MKT_01,Pork,288.16,316.97,310.89
2026-01-06,MKT_01,Rice (Sinandomeng),45.58,56.97,55.16
2026-01-06,MKT_01,Chicken (Whole),154.11,192.64,189.17
2026-01-06,MKT_01,Beef (Rump),373.74,440.82,427.51
2026-01-06,MKT_01,Tilapia,114.8,153.07,143.19
2026-01-06,MKT_01,Bangus,142.81,199.93,164.1
2026-01-06,MKT_01,Tomatoes,57.08,104.65,80.14
2026-01-06,MKT_01,Red Onions,84.35,149.96,114.73
2026-01-06,MKT_01,Garlic,78.44,127.47,114.84
2026-01-06,MKT_02,Carrots,19.77,22.74,21.28
2026-01-06,MKT_02,Pork,295.4,324.94,311.09
2026-01-06,MKT_02,Rice (Sinandomeng),46.95,58.68,53.16
2026-01-06,MKT_02,Chicken (Whole),154.51,193.13,164.13
2026-01-06,MKT_02,Beef (Rump),377.78,445.58,379.62
2026-01-06,MKT_02,Tilapia,115.04,153.39,127.57
2026-01-06,MKT_02,Bangus,145.55,203.76,152.9
2026-01-06,MKT_02,Tomatoes,57.83,106.02,100.35
2026-01-06,MKT_02,Red Onions,90.48,160.85,145.72
2026-01-06,MKT_02,Garlic,79.46,129.12,104.21
2026-01-06,MKT_02,Cabbage,39.25,68.68,56.43
2026-01-06,MKT_02,Potatoes,67.7,106.38,96.29
2026-01-06,MKT_02,Whole Fish (Galunggong),173.6,231.47,190.24
2026-01-06,MKT_03,Carrots,19.94,22.93,21.16
2026-01-06,MKT_03,Pork,304.17,334.58,315.14
2026-01-06,MKT_03,Rice (Sinandomeng),49.37,61.72,61.07
2026-01-06,MKT_03,Chicken (Whole),156.64,195.8,161.02
2026-01-06,MKT_03,Beef (Rump),393.29,463.88,404.43
2026-01-06,MKT_03,Tilapia,118.83,158.44,126.53
2026-01-06,MKT_03,Bangus,148.9,208.47,166.1
2026-01-06,MKT_03,Tomatoes,60.04,110.08,80.67
2026-01-06,MKT_04,Carrots,20.15,23.17,22.63
2026-01-06,MKT_04,Pork,304.92,335.42,334.02
2026-01-06,MKT_04,Rice (Sinandomeng),48.31,60.38,58.39
2026-01-06,MKT_04,Chicken (Whole),161.82,202.27,169.06
2026-01-06,MKT_04,Beef (Rump),402.22,474.41,450.32
2026-01-06,MKT_04,Tilapia,122.58,163.44,145.86
2026-01-06,MKT_04,Bangus,154.69,216.57,172.24
2026-01-06,MKT_04,Tomatoes,60.6,111.11,77.13
2026-01-06,MKT_04,Red Onions,92.57,164.57,123.28
2026-01-06,MKT_04,Garlic,79.65,129.43,85.75
2026-01-06,MKT_04,Cabbage,40.83,71.45,59.42
2026-01-06,MKT_04,Potatoes,72.07,113.25,78.77
2026-01-06,MKT_04,Whole Fish (Galunggong),179.11,238.82,207.86
2026-01-06,MKT_05,Carrots,20.6,23.7,21.81
2026-01-06,MKT_05,Pork,312.21,343.43,316.77
2026-01-06,MKT_05,Rice (Sinandomeng),50.64,63.31,54.11
2026-01-06,MKT_05,Chicken (Whole),165.02,206.27,192.95
2026-01-06,MKT_05,Beef (Rump),408.7,482.06,443.32
2026-01-06,MKT_05,Tilapia,127.39,169.86,144.97
2026-01-06,MKT_05,Bangus,157.3,220.22,209.23
2026-01-06,MKT_05,Tomatoes,62.22,114.06,111.78
2026-01-06,MKT_05,Red Onions,94.1,167.29,162.34
2026-01-06,MKT_05,Garlic,82.48,134.02,92.14
2026-01-07,MKT_01,Carrots,19.23,22.11,20.81
2026-01-07,MKT_01,Pork,287.3,316.03,311.14
2026-01-07,MKT_01,Rice (Sinandomeng),46.32,57.9,48.95
2026-01-07,MKT_01,Chicken (Whole),152.61,190.76,159.19
2026-01-07,MKT_01,Beef (Rump),376.71,444.32,421.52
2026-01-07,MKT_01,Tilapia,114.44,152.59,134.37
2026-01-07,MKT_01,Bangus,145.96,204.34,168.98
2026-01-07,MKT_01,Tomatoes,57.31,105.06,95.99
2026-01-07,MKT_01,Red Onions,83.65,148.71,113.79
2026-01-07,MKT_01,Garlic,75.59,122.83,90.03
2026-01-07,MKT_02,Carrots,19.61,22.55,20.56
2026-01-07,MKT_02,Pork,301.54,331.7,328.27
2026-01-07,MKT_02,Rice (Sinandomeng),47.64,59.55,58.03
2026-01-07,MKT_02,Chicken (Whole),151.49,189.37,175.01
2026-01-07,MKT_02,Beef (Rump),373.55,440.6,383.25
2026-01-07,MKT_02,Tilapia,119.66,159.55,151.04
2026-01-07,MKT_02,Bangus,148.42,207.79,201.1
2026-01-07,MKT_02,Tomatoes,60.84,111.55,100.54
2026-01-07,MKT_02,Red Onions,87.58,155.7,104.76
2026-01-07,MKT_02,Garlic,77.38,125.74,113.11
2026-01-07,MKT_02,Cabbage,39.24,68.68,61.42
2026-01-07,MKT_02,Potatoes,68.1,107.01,101.84
2026-01-07,MKT_02,Whole Fish (Galunggong),179.2,238.94,186.2
2026-01-07,MKT_03,Carrots,19.85,22.82,22.02
2026-01-07,MKT_03,Pork,298.79,328.66,322.31
2026-01-07,MKT_03,Rice (Sinandomeng),47.3,59.12,49.42
2026-01-07,MKT_03,Chicken (Whole),161.82,202.27,190.73
2026-01-07,MKT_03,Beef (Rump),384.61,453.64,428.73
2026-01-07,MKT_03,Tilapia,120.74,160.99,131.12
2026-01-07,MKT_03,Bangus,154.22,215.91,175.7
2026-01-07,MKT_03,Tomatoes,58.4,107.07,80.92
2026-01-07,MKT_04,Carrots,20.85,23.98,23.37
2026-01-07,MKT_04,Pork,307.26,337.99,322.8
2026-01-07,MKT_04,Rice (Sinandomeng),48.15,60.19,55.4
2026-01-07,MKT_04,Chicken (Whole),163.46,204.33,191.74
2026-01-07,MKT_04,Beef (Rump),402.05,474.21,468.2
2026-01-07,MKT_04,Tilapia,120.98,161.3,144.14
2026-01-07,MKT_04,Bangus,154.06,215.69,191.35
2026-01-07,MKT_04,Tomatoes,62.63,114.83,110.97
2026-01-07,MKT_04,Red Onions,91.11,161.97,156.27
2026-01-07,MKT_04,Garlic,80.41,130.67,129.42
2026-01-07,MKT_04,Cabbage,40.72,71.27,66.01
2026-01-07,MKT_04,Potatoes,71.46,112.29,95.51
2026-01-07,MKT_04,Whole Fish (Galunggong),186.55,248.74,211.46
2026-01-07,MKT_05,Carrots,20.75,23.87,22.95
2026-01-07,MKT_05,Pork,310.08,341.09,310.72
2026-01-07,MKT_05,Rice (Sinandomeng),49.19,61.49,55.76
2026-01-07,MKT_05,Chicken (Whole),162.43,203.04,199.37
2026-01-07,MKT_05,Beef (Rump),398.05,469.5,450.51
2026-01-07,MKT_05,Tilapia,122.47,163.29,140.98
2026-01-07,MKT_05,Bangus,155.42,217.58,164.53
2026-01-07,MKT_05,Tomatoes,61.05,111.92,70.35
2026-01-07,MKT_05,Red Onions,89.96,159.93,153.56
2026-01-07,MKT_05,Garlic,83.13,135.09,102.1
2026-01-08,MKT_01,Carrots,19.75,22.72,20.28
2026-01-08,MKT_01,Pork,293.07,322.38,312.35
2026-01-08,MKT_01,Rice (Sinandomeng),45.89,57.36,47.28
2026-01-08,MKT_01,Chicken (Whole),150.94,188.68,188.07
2026-01-08,MKT_01,Beef (Rump),389.45,459.36,394.57
2026-01-08,MKT_01,Tilapia,115.31,153.74,143.88
2026-01-08,MKT_01,Bangus,144.45,202.22,156.6
2026-01-08,MKT_01,Tomatoes,57.47,105.36,66.91
2026-01-08,MKT_01,Red Onions,86.36,153.52,124.23
2026-01-08,MKT_01,Garlic,76.15,123.74,79.71
2026-01-08,MKT_02,Carrots,19.52,22.45,21.03
2026-01-08,MKT_02,Pork,300.77,330.84,314.08
2026-01-08,MKT_02,Rice (Sinandomeng),47.94,59.92,50.14
2026-01-08,MKT_02,Chicken (Whole),151.82,189.78,159.04
2026-01-08,MKT_02,Beef (Rump),373.97,441.09,417.05
2026-01-08,MKT_02,Tilapia,116.2,154.93,132.12
2026-01-08,MKT_02,Bangus,149.11,208.75,151.2
2026-01-08,MKT_02,Tomatoes,59.94,109.9,71.31
2026-01-08,MKT_02,Red Onions,89.17,158.53,91.02
2026-01-08,MKT_02,Garlic,77.05,125.2,82.46
2026-01-08,MKT_02,Cabbage,38.89,68.05,57.77
2026-01-08,MKT_02,Potatoes,69.11,108.61,78.78
2026-01-08,MKT_02,Whole Fish (Galunggong),175.75,234.33,217.84
2026-01-08,MKT_03,Carrots,19.89,22.87,22.08
2026-01-08,MKT_03,Pork,298.38,328.21,318.14
2026-01-08,MKT_03,Rice (Sinandomeng),48.83,61.04,51.63
2026-01-08,MKT_03,Chicken (Whole),161.42,201.78,162.43
2026-01-08,MKT_03,Beef (Rump),388.19,457.86,394.56
2026-01-08,MKT_03,Tilapia,120.59,160.78,137.61
2026-01-08,MKT_03,Bangus,147.18,206.06,199.35
2026-01-08,MKT_03,Tomatoes,59.53,109.14,72.64
2026-01-08,MKT_04,Carrots,20.71,23.82,22.01
2026-01-08,MKT_04,Pork,299.0,328.89,317.53
2026-01-08,MKT_04,Rice (Sinandomeng),49.4,61.75,54.55
2026-01-08,MKT_04,Chicken (Whole),158.2,197.75,170.05
2026-01-08,MKT_04,Beef (Rump),407.72,480.91,476.69
2026-01-08,MKT_04,Tilapia,121.42,161.89,156.2
2026-01-08,MKT_04,Bangus,153.9,215.46,183.92
2026-01-08,MKT_04,Tomatoes,61.3,112.39,83.1
2026-01-08,MKT_04,Red Onions,92.0,163.56,94.09
2026-01-08,MKT_04,Garlic,81.97,133.2,114.29
2026-01-08,MKT_04,Cabbage,39.77,69.6,47.7
2026-01-08,MKT_04,Potatoes,71.58,112.48,111.36
2026-01-08,MKT_04,Whole Fish (Galunggong),183.1,244.14,215.16
2026-01-08,MKT_05,Carrots,20.64,23.73,21.18
2026-01-08,MKT_05,Pork,308.5,339.35,336.29
2026-01-08,MKT_05,Rice (Sinandomeng),50.06,62.58,53.72
2026-01-08,MKT_05,Chicken (Whole),164.05,205.06,186.72
2026-01-08,MKT_05,Beef (Rump),411.62,485.5,427.16
2026-01-08,MKT_05,Tilapia,125.65,167.53,126.6
2026-01-08,MKT_05,Bangus,156.58,219.21,194.09
2026-01-08,MKT_05,Tomatoes,63.28,116.02,98.19
2026-01-08,MKT_05,Red Onions,91.11,161.98,127.87
2026-01-08,MKT_05,Garlic,81.66,132.7,84.51
2026-01-09,MKT_01,Carrots,19.36,22.26,20.02
2026-01-09,MKT_01,Pork,284.73,313.21,301.8
2026-01-09,MKT_01,Rice (Sinandomeng),45.64,57.05,49.15
2026-01-09,MKT_01,Chicken (Whole),150.22,187.78,163.72
